fixed acidity,,,,
4.6,,,,
4.7,,Minimo,4.6,
4.9,,Maximo,15.9,
5,,Promedio,8.319637273,
5,,Varianza,3.031416389,
5,,Des estandar,1.741096318,
5,,Mediana,7.9,
5,,Cuartil 0 (minimo),4.6,
5,,Cuartil 1,7.1,25%
5.1,,Cuartil 2 (mediana),7.9,50%
5.1,,Cuartil 3 ,9.2,75%
5.1,,Cuartil 4 (maximo),15.9,
5.1,,Rango intercuartil IQR (Q3-Q1),2.1,
5.2,,Datos atípico < Q1 - 1.5 * IQR,3.95,
5.2,,Datos atìpico > Q3 + 1.5 * IQR,12.35,
5.2,,,,
5.2,,,,
5.2,,,,
5.2,,,,
5.3,,,,
5.3,,,,
5.3,,,,
5.3,,,,
5.4,,,,
5.4,,,,
5.4,,,,
5.4,,,,
5.4,,,,
5.5,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.6,,,,
5.7,,,,
5.7,,,,
5.8,,,,
5.8,,,,
5.8,,,,
5.8,,,,
5.9,,,,
5.9,,,,
5.9,,,,
5.9,,,,
5.9,,,,
5.9,,,,
5.9,,,,
5.9,,,,
5.9,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.1,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.2,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.3,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.4,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.5,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.6,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.7,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.8,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
6.9,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.1,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.2,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.3,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.4,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.5,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.6,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
7.7,,,,
